index,transaction_id,client_id,date_transaction,montant,devise,taux_change_eur,montant_eur,categorie,produit,agence,type_operation,statut,score_credit_client,segment_client,solde_avant,is_anomalie,annee,mois,trimestre,semaine-jour,montant_eur_verifie,categorie_risque,total_credit,total_debit,solde_net,nb_transaction,montant_moyen,nb_produit,taux_rejet
1186,TXN001921,CLI0011,2022-08-06 00:11:00,-2404.89,GBP,0.86,-2796.38,Interets,PEA,Bordeaux-Meriadeck,Debit,Complete,672.0,Standard,23329.55,False,2022,8,3,5,-2796.38,Meduim,10096.39,-102921.38,113017.77,15,-6188.33,6,4.59
1187,TXN000573,CLI0016,2022-10-30 07:09:00,378.29,EUR,1.0,378.29,Retrait DAB,Compte Epargne,Bordeaux-Meriadeck,Credit,Complete,716.0,Standard,43023.28,False,2022,10,4,6,378.29,Low,5573.87,-15154.34,20728.21,15,-638.7,8,4.59
1188,TXN001498,CLI0053,2023-01-09 21:06:00,-887.53,EUR,1.0,-887.53,Remboursement credit,Compte Epargne,Paris-Centre,Debit,Complete,605.0,Standard,31036.12,False,2023,1,1,0,-887.53,Meduim,11118.26,-7358.22,18476.48,15,250.67,7,6.58
1189,TXN001470,CLI0041,2024-01-20 00:49:00,1038.4,MAD,10.85,95.71,Prelevement,Livret A,Bordeaux-Meriadeck,Credit,Complete,643.0,Standard,20306.24,False,2024,1,1,5,95.71,Meduim,8137.39,-9671.61,17809.0,14,-109.59,7,4.59
1190,TXN001819,CLI0092,2024-12-19 23:47:00,-2566.87,EUR,1.0,-2566.87,Depot especes,Credit Auto,Nantes-Commerce,Debit,Complete,717.0,Standard,29070.99,False,2024,12,4,3,-2566.87,Low,16754.07,-27797.47,44551.54,19,-581.23,6,8.5
1191,TXN000673,CLI0088,2024-11-30 07:04:00,2338.46,GBP,0.86,2719.14,Virement,Livret A,Bordeaux-Meriadeck,Credit,Complete,413.0,Risque,28988.83,True,2024,11,4,5,2719.14,High,7199.43,-4921.37,12120.8,10,227.81,6,4.59
1192,TXN000400,CLI0141,2024-07-15 14:25:00,-20.09,EUR,1.0,-20.09,Paiement CB,Assurance Vie,Lille-Grand-Place,Debit,Complete,726.0,Premium,25928.71,False,2024,7,3,0,-20.09,Low,106277.95,-20520.36,126798.31,15,5717.17,5,4.21
1193,TXN000552,CLI0122,2023-01-15 14:43:00,-7670.43,USD,1.08,-7102.25,Virement international,PEA,Nantes-Commerce,Debit,Rejete,824.0,Premium,21262.18,True,2023,1,1,6,-7102.25,Low,22269.75,-17615.38,39885.13,22,211.56,8,8.5
1194,TXN001199,CLI0039,2023-05-19 23:08:00,-2299.73,EUR,1.0,-2299.73,Remboursement credit,Compte Courant,Lille-Grand-Place,Debit,Complete,631.0,Standard,39369.42,False,2023,5,2,4,-2299.73,Meduim,14758.21,-8182.41,22940.62,13,505.83,7,4.21
1195,TXN000321,CLI0076,2024-02-04 00:35:00,-2630.56,EUR,1.0,-2630.56,Depot especes,Compte Courant,Lyon-Part-Dieu,Debit,Complete,326.0,Risque,29873.08,True,2024,2,1,6,-2630.56,High,161121.94,-17434.5,178556.44,16,8980.46,8,4.01
1196,TXN000470,CLI0107,2024-05-21 19:11:00,-1390.46,CHF,0.97,-1433.46,Interets,Credit Auto,Lille-Grand-Place,Debit,Complete,420.0,Risque,11364.47,True,2024,5,2,1,-1433.46,High,3714.37,-7328.92,11043.29,10,-361.46,7,4.21
1197,TXN001944,CLI0003,2023-10-21 13:28:00,-650.63,EUR,1.0,-650.63,Virement international,Credit Auto,Bordeaux-Meriadeck,Debit,Complete,587.0,Standard,17016.15,False,2023,10,4,5,-650.63,Meduim,5172.85,-15284.6,20457.45,13,-777.83,7,4.59
1198,TXN001277,CLI0145,2024-01-21 22:27:00,-110.59,EUR,1.0,-110.59,Virement,PEA,Lyon-Part-Dieu,Debit,Complete,674.0,Standard,5405.77,False,2024,1,1,6,-110.59,Meduim,5368.25,-11965.81,17334.06,13,-507.5,7,4.01
1199,TXN001414,CLI0046,2023-05-25 16:12:00,1165.36,EUR,1.0,1165.36,Interets,Livret A,Bordeaux-Meriadeck,Credit,Complete,841.0,Premium,12187.14,False,2023,5,2,3,1165.36,Low,11423.34,-13471.35,24894.69,15,-136.53,6,4.59
1200,TXN001636,CLI0140,2024-05-29 14:12:00,-1785.44,EUR,1.0,-1785.44,Remboursement credit,Assurance Vie,Marseille-Vieux-Port,Debit,En attente,609.0,Standard,46554.35,False,2024,5,2,2,-1785.44,Meduim,6105.94,-7761.65,13867.59,11,-150.52,6,5.57
1201,TXN000080,CLI0027,2022-11-25 08:28:00,-2720.65,EUR,1.0,-2720.65,Prelevement,Compte Epargne,Lyon-Part-Dieu,Debit,Complete,305.0,Risque,45534.2,True,2022,11,4,4,-2720.65,High,4966.71,-4955.35,9922.06,6,1.89,5,4.01
1202,TXN000534,CLI0090,2022-06-29 06:46:00,446.15,MAD,10.85,41.12,Paiement CB,Compte Epargne,Nantes-Commerce,Credit,Complete,682.0,Standard,14502.84,False,2022,6,2,2,41.12,Meduim,4860.32,-15284.51,20144.83,10,-1042.42,6,8.5
1203,TXN001594,CLI0143,2022-05-30 15:22:00,2156.94,USD,1.08,1997.17,Remboursement credit,Compte Courant,Lyon-Part-Dieu,Credit,Complete,782.0,Premium,3456.85,False,2022,5,2,0,1997.17,Low,8024.89,-1299.26,9324.15,8,840.7,5,4.01
1204,TXN000458,CLI0120,2023-04-04 04:55:00,-2692.32,EUR,1.0,-2692.32,Interets,PEA,Lyon-Part-Dieu,Debit,Complete,718.0,Standard,35010.77,False,2023,4,2,1,-2692.32,Low,1003.3,-3892.16,4895.46,4,-722.22,3,4.01
1205,TXN000291,CLI0089,2022-04-22 00:41:00,-2806.4,EUR,1.0,-2806.4,Remboursement credit,Credit Auto,Bordeaux-Meriadeck,Debit,Complete,638.0,Standard,43483.84,False,2022,4,2,4,-2806.4,Meduim,152819.33,-7980.85,160800.18,10,14483.85,6,4.59
1206,TXN000371,CLI0093,2023-01-12 00:08:00,2196.93,EUR,1.0,2196.93,Interets,Livret A,Marseille-Vieux-Port,Credit,Complete,786.0,Standard,19912.57,False,2023,1,1,3,2196.93,Low,10714.33,-23021.86,33736.19,20,-615.38,8,5.57
1207,TXN000266,CLI0077,2023-05-08 01:51:00,431.51,EUR,1.0,431.51,Retrait DAB,Compte Epargne,Paris-Centre,Credit,Complete,-100.0,Risque,34069.71,True,2023,5,2,0,431.51,High,8063.66,-8577.07,16640.73,11,-46.67,7,6.58
1208,TXN000165,CLI0064,2022-11-12 12:45:00,-2362.48,EUR,1.0,-2362.48,Prelevement,Compte Epargne,Lille-Grand-Place,Debit,Complete,800.0,Premium,5416.89,False,2022,11,4,5,-2362.48,Low,6827.18,-11352.41,18179.59,16,-282.83,6,4.21
1209,TXN001600,CLI0038,2024-11-15 21:16:00,2628.69,MAD,10.85,242.28,Interets,Compte Epargne,Bordeaux-Meriadeck,Credit,Rejete,516.0,Risque,26431.92,False,2024,11,4,4,242.28,High,20116.73,-4866.39,24983.12,15,1016.69,6,4.59
1210,TXN001538,CLI0008,2022-05-05 14:05:00,-626.68,MAD,10.85,-57.76,Prelevement,Credit Auto,Nantes-Commerce,Debit,Complete,744.0,Standard,2788.77,False,2022,5,2,3,-57.76,Low,7974.7,-8716.71,16691.41,9,-82.45,6,8.5
1211,TXN000474,CLI0003,2024-08-18 18:46:00,-1027.97,EUR,1.0,-1027.97,Interets,Assurance Vie,Lyon-Part-Dieu,Debit,Complete,587.0,Standard,1862.78,False,2024,8,3,6,-1027.97,Meduim,5172.85,-15284.6,20457.45,13,-777.83,7,4.01
1212,TXN000876,CLI0146,2023-12-04 11:30:00,2985.0,EUR,1.0,2985.0,Virement,Compte Courant,Toulouse-Capitole,Credit,Complete,583.0,Standard,37110.67,False,2023,12,4,0,2985.0,Meduim,5345.14,-9446.45,14791.59,10,-410.13,5,6.81
1213,TXN000198,CLI0078,2023-07-16 02:41:00,-1113.28,GBP,0.86,-1294.51,Depot especes,Credit Immobilier,Marseille-Vieux-Port,Debit,Complete,647.0,Standard,31317.65,False,2023,7,3,6,-1294.51,Meduim,4834.8,-9207.11,14041.91,15,-291.49,7,5.57
1214,TXN000186,CLI0092,2023-02-04 12:35:00,-1541.04,EUR,1.0,-1541.04,Virement,Credit Auto,Nantes-Commerce,Debit,Complete,717.0,Standard,42010.6,False,2023,2,1,5,-1541.04,Low,16754.07,-27797.47,44551.54,19,-581.23,6,8.5
1215,TXN001375,CLI0049,2023-01-13 20:37:00,77.59,USD,1.08,71.84,Paiement CB,Credit Immobilier,Lyon-Part-Dieu,Credit,Complete,593.0,Standard,11619.7,False,2023,1,1,4,71.84,Meduim,8840.7,-8327.91,17168.61,11,46.62,6,4.01
1216,TXN000422,CLI0031,2022-10-26 23:01:00,2308.03,EUR,1.0,2308.03,Depot especes,Compte Epargne,Bordeaux-Meriadeck,Credit,Rejete,559.0,Risque,15237.07,False,2022,10,4,2,2308.03,High,7746.9,-99858.46,107605.36,16,-5756.97,8,4.59
1217,TXN000257,CLI0026,2024-06-26 10:17:00,369.82,EUR,1.0,369.82,Retrait DAB,Livret A,Lille-Grand-Place,Credit,Complete,699.0,Standard,10648.39,False,2024,6,2,2,369.82,Meduim,7402.41,-19772.24,27174.65,15,-824.66,7,4.21
1218,TXN000136,CLI0131,2024-07-17 04:32:00,1275.5,GBP,0.86,1483.14,Interets,Credit Auto,Marseille-Vieux-Port,Credit,Complete,838.0,Premium,15477.66,False,2024,7,3,2,1483.14,Low,8115.5,-16705.8,24821.3,16,-536.89,6,5.57
1219,TXN001784,CLI0083,2023-01-03 08:15:00,2664.57,EUR,1.0,2664.57,Virement,Compte Courant,Lyon-Part-Dieu,Credit,En attente,643.0,Standard,27702.22,False,2023,1,1,1,2664.57,Meduim,15969.15,-6184.94,22154.09,18,543.57,7,4.01
1220,TXN001913,CLI0130,2022-04-30 06:10:00,234.32,EUR,1.0,234.32,Remboursement credit,Livret A,Lyon-Part-Dieu,Credit,Complete,586.0,Standard,27582.86,False,2022,4,2,5,234.32,Meduim,2634.41,-213557.93,216192.34,14,-15065.97,8,4.01
1221,TXN001525,CLI0046,2022-02-16 17:43:00,-1214.61,EUR,1.0,-1214.61,Prelevement,PEA,Bordeaux-Meriadeck,Debit,Complete,841.0,Premium,28863.83,False,2022,2,1,2,-1214.61,Low,11423.34,-13471.35,24894.69,15,-136.53,6,4.59
1222,TXN001888,CLI0037,2022-02-07 06:40:00,144.69,EUR,1.0,144.69,Paiement CB,Compte Courant,Lille-Grand-Place,Credit,Complete,622.0,Standard,10252.32,False,2022,2,1,0,144.69,Meduim,9013.98,-10260.38,19274.36,12,-103.87,6,4.21
1223,TXN000867,CLI0107,2024-04-29 01:00:00,32.6,EUR,1.0,32.6,Retrait DAB,PEA,Lille-Grand-Place,Credit,Complete,420.0,Risque,47962.11,True,2024,4,2,0,32.6,High,3714.37,-7328.92,11043.29,10,-361.46,7,4.21
1224,TXN001514,CLI0026,2024-03-24 23:50:00,-2192.02,USD,1.08,-2029.65,Depot especes,Credit Consommation,Lille-Grand-Place,Debit,Complete,699.0,Standard,44180.24,False,2024,3,1,6,-2029.65,Meduim,7402.41,-19772.24,27174.65,15,-824.66,7,4.21
1225,TXN001847,CLI0119,2023-02-24 10:34:00,7003.1,EUR,1.0,7003.1,Virement international,Assurance Vie,Bordeaux-Meriadeck,Credit,Complete,793.0,Premium,13353.49,True,2023,2,1,4,7003.1,Low,16229.19,-9896.6,26125.79,17,372.51,6,4.59
1226,TXN001038,CLI0135,2022-10-13 04:42:00,179.91,MAD,10.85,16.58,Retrait DAB,Livret A,Nantes-Commerce,Credit,Complete,593.0,Standard,38314.57,False,2022,10,4,3,16.58,Meduim,5754.85,-19486.12,25240.97,17,-807.72,8,8.5
1227,TXN000418,CLI0078,2024-10-23 08:51:03,-49.76,MAD,10.85,-4.59,Retrait DAB,Compte Epargne,Marseille-Vieux-Port,Debit,En attente,647.0,Standard,40761.45,False,2024,10,4,2,-4.59,Meduim,4834.8,-9207.11,14041.91,15,-291.49,7,5.57
1228,TXN000050,CLI0134,2022-03-05 01:30:00,-426.7,EUR,1.0,-426.7,Paiement CB,Livret A,Nice-Massena,Debit,Complete,600.0,Standard,45494.07,False,2022,3,1,5,-426.7,Meduim,3761.62,-12102.21,15863.83,11,-758.24,6,7.63
1229,TXN001318,CLI0038,2022-10-14 20:50:00,-940.82,GBP,0.86,-1093.98,Interets,Compte Courant,Bordeaux-Meriadeck,Debit,En attente,516.0,Standard,45192.82,False,2022,10,4,4,-1093.98,High,20116.73,-4866.39,24983.12,15,1016.69,6,4.59
1230,TXN000527,CLI0045,2022-08-28 01:20:00,-1744.85,EUR,1.0,-1744.85,Depot especes,PEA,Bordeaux-Meriadeck,Debit,Complete,704.0,Standard,28168.11,False,2022,8,3,6,-1744.85,Low,6754.81,-17480.49,24235.3,17,-630.92,7,4.59
1231,TXN000453,CLI0054,2023-08-10 08:34:00,-2689.37,EUR,1.0,-2689.37,Virement international,Livret A,Bordeaux-Meriadeck,Debit,Complete,347.0,Risque,7959.05,True,2023,8,3,3,-2689.37,High,10759.36,-13131.89,23891.25,15,-158.17,8,4.59
1232,TXN001746,CLI0013,2022-07-03 20:42:00,-2918.22,CHF,0.97,-3008.47,Depot especes,Assurance Vie,Toulouse-Capitole,Debit,Complete,351.0,Risque,13248.45,True,2022,7,3,6,-3008.47,High,15918.42,-13817.11,29735.53,16,131.33,8,6.81
1233,TXN000683,CLI0085,2023-01-13 00:23:00,-79.18,EUR,1.0,-79.18,Remboursement credit,Livret A,Toulouse-Capitole,Debit,Complete,390.0,Risque,22076.37,True,2023,1,1,4,-79.18,High,9618.88,-21210.13,30829.01,16,-724.45,8,6.81
1234,TXN000463,CLI0125,2024-08-06 10:35:00,-338.08,EUR,1.0,-338.08,Prelevement,Assurance Vie,Lille-Grand-Place,Debit,Rejete,810.0,Premium,3573.42,False,2024,8,3,1,-338.08,Low,15705.56,-4999.39,20704.95,15,713.74,6,4.21
1235,TXN001229,CLI0017,2024-05-04 07:13:00,2836.5,EUR,1.0,2836.5,Virement,PEA,Bordeaux-Meriadeck,Credit,Complete,645.0,Standard,45101.81,False,2024,5,2,5,2836.5,Meduim,17305.49,-9625.36,26930.85,20,384.01,8,4.59
1236,TXN000936,CLI0035,2024-10-02 14:43:00,-157.32,EUR,1.0,-157.32,Retrait DAB,Credit Immobilier,Lyon-Part-Dieu,Debit,Complete,600.0,Standard,26473.62,False,2024,10,4,2,-157.32,Meduim,8105.85,-11146.26,19252.11,13,-233.88,7,4.01
1237,TXN001346,CLI0086,2022-10-15 07:32:00,1831.57,EUR,1.0,1831.57,Depot especes,Credit Consommation,Toulouse-Capitole,Credit,Complete,805.0,Premium,20951.72,False,2022,10,4,5,1831.57,Low,7318.79,-18006.85,25325.64,9,-1187.56,6,6.81
1238,TXN000648,CLI0105,2024-03-20 10:34:00,185.17,EUR,1.0,185.17,Remboursement credit,Credit Auto,Nice-Massena,Credit,Complete,634.0,Standard,32331.23,False,2024,3,1,2,185.17,Meduim,4421.19,-99755.29,104176.48,16,-5958.38,8,7.63
1239,TXN001501,CLI0056,2022-08-05 23:08:00,-611.75,USD,1.08,-566.44,Depot especes,Credit Consommation,Toulouse-Capitole,Debit,Complete,384.0,Risque,43945.33,True,2022,8,3,4,-566.44,High,8308.11,-7283.38,15591.49,9,113.86,5,6.81
1240,TXN001058,CLI0082,2022-02-07 22:20:00,702.12,EUR,1.0,702.12,Prelevement,Credit Auto,Paris-Centre,Credit,Complete,813.0,Premium,31775.16,False,2022,2,1,0,702.12,Low,8115.74,-5581.93,13697.67,12,211.15,5,6.58
1241,TXN000860,CLI0004,2022-02-03 09:57:00,2594.33,GBP,0.86,3016.66,Virement international,Livret A,Bordeaux-Meriadeck,Credit,Complete,586.0,Standard,32480.69,False,2022,2,1,3,3016.66,Meduim,7057.71,-8563.81,15621.52,16,-94.13,7,4.59
1242,TXN000248,CLI0048,2024-01-27 05:28:00,-548.01,CHF,0.97,-564.96,Virement international,Assurance Vie,Toulouse-Capitole,Debit,Complete,670.0,Standard,13501.24,False,2024,1,1,5,-564.96,Meduim,6610.03,-4523.25,11133.28,15,139.12,6,6.81
1243,TXN000991,CLI0069,2024-04-17 01:35:00,-390.46,CHF,0.97,-402.54,Retrait DAB,PEA,Marseille-Vieux-Port,Debit,Complete,647.0,Standard,40470.62,False,2024,4,2,2,-402.54,Meduim,7759.33,-18995.03,26754.36,19,-591.35,8,5.57
1244,TXN001180,CLI0067,2023-09-27 06:56:00,1977.34,USD,1.08,1830.87,Remboursement credit,Compte Epargne,Paris-Centre,Credit,Complete,337.0,Risque,20852.78,True,2023,9,3,2,1830.87,High,10336.63,-7145.26,17481.89,10,319.14,6,6.58
1245,TXN001933,CLI0145,2023-12-01 11:16:00,506.56,EUR,1.0,506.56,Interets,Compte Courant,Lyon-Part-Dieu,Credit,Complete,674.0,Standard,40623.7,False,2023,12,4,4,506.56,Meduim,5368.25,-11965.81,17334.06,13,-507.5,7,4.01
1246,TXN001764,CLI0029,2023-10-19 21:51:03,818.99,EUR,1.0,818.99,Remboursement credit,Compte Epargne,Paris-Centre,Credit,Complete,696.0,Standard,9698.65,False,2023,10,4,3,818.99,Meduim,-195527.2,-9335.62,-186191.58,12,-17071.9,5,6.58
1247,TXN001829,CLI0074,2024-03-09 08:47:00,2816.75,USD,1.08,2608.1,Depot especes,Assurance Vie,Nantes-Commerce,Credit,Complete,633.0,Standard,46964.24,False,2024,3,1,5,2608.1,Meduim,10429.96,-16936.46,27366.42,15,-433.77,7,8.5
1248,TXN000217,CLI0078,2024-10-07 06:46:00,452.21,EUR,1.0,452.21,Retrait DAB,Credit Consommation,Marseille-Vieux-Port,Credit,Complete,647.0,Standard,46626.64,False,2024,10,4,0,452.21,Meduim,4834.8,-9207.11,14041.91,15,-291.49,7,5.57
1249,TXN000544,CLI0125,2023-10-06 03:29:00,-505.94,EUR,1.0,-505.94,Remboursement credit,Credit Consommation,Lille-Grand-Place,Debit,Complete,810.0,Premium,27976.9,False,2023,10,4,4,-505.94,Low,15705.56,-4999.39,20704.95,15,713.74,6,4.21
1250,TXN001534,CLI0128,2023-09-24 19:04:00,1144.12,EUR,1.0,1144.12,Interets,PEA,Marseille-Vieux-Port,Credit,Complete,683.0,Standard,21315.99,False,2023,9,3,6,1144.12,Meduim,19109.1,-18387.97,37497.07,17,42.42,5,5.57
1251,TXN000439,CLI0098,2022-05-13 09:30:00,446.91,USD,1.08,413.81,Prelevement,Assurance Vie,Bordeaux-Meriadeck,Credit,Complete,580.0,Standard,20746.52,False,2022,5,2,4,413.81,Meduim,6008.43,-19012.05,25020.48,15,-866.91,8,4.59
1252,TXN001269,CLI0123,2022-03-06 15:20:00,-1086.92,USD,1.08,-1006.41,Virement,Credit Auto,Bordeaux-Meriadeck,Debit,Complete,595.0,Standard,19249.39,False,2022,3,1,6,-1006.41,Meduim,6640.87,-3179.51,9820.38,7,494.48,6,4.59
1253,TXN000861,CLI0117,2023-12-23 17:27:00,1593.35,EUR,1.0,1593.35,Remboursement credit,Livret A,Lille-Grand-Place,Credit,En attente,643.0,Standard,22995.3,False,2023,12,4,5,1593.35,Meduim,7699.56,-19509.07,27208.63,13,-908.42,6,4.21
1254,TXN000951,CLI0069,2024-10-28 03:03:00,-2903.76,USD,1.08,-2688.67,Virement international,Credit Auto,Marseille-Vieux-Port,Debit,Complete,645.0,Standard,10257.39,False,2024,10,4,0,-2688.67,Meduim,7759.33,-18995.03,26754.36,19,-591.35,8,5.57
1255,TXN000327,CLI0092,2022-08-11 05:41:00,311.18,EUR,1.0,311.18,Paiement CB,Credit Immobilier,Nantes-Commerce,Credit,En attente,717.0,Standard,9901.95,False,2022,8,3,3,311.18,Low,16754.07,-27797.47,44551.54,19,-581.23,6,8.5
1256,TXN000227,CLI0085,2024-08-02 01:10:00,-2776.19,EUR,1.0,-2776.19,Prelevement,Compte Epargne,Toulouse-Capitole,Debit,Complete,390.0,Risque,19198.2,True,2024,8,3,4,-2776.19,High,9618.88,-21210.13,30829.01,16,-724.45,8,6.81
1257,TXN001714,CLI0079,2023-10-26 04:00:00,-2671.01,USD,1.08,-2473.16,Prelevement,Compte Epargne,Paris-Centre,Debit,Complete,689.0,Standard,33088.81,False,2023,10,4,3,-2473.16,Meduim,10311.49,-11909.29,22220.78,14,-114.13,7,6.58
1258,TXN000554,CLI0011,2022-08-25 12:18:00,1397.99,EUR,1.0,1397.99,Prelevement,Credit Auto,Bordeaux-Meriadeck,Credit,Complete,672.0,Standard,20423.38,False,2022,8,3,3,1397.99,Meduim,10096.39,-102921.38,113017.77,15,-6188.33,6,4.59
1259,TXN000062,CLI0075,2024-10-15 23:27:00,-1570.42,EUR,1.0,-1570.42,Virement international,Credit Consommation,Nice-Massena,Debit,Complete,647.0,Standard,41684.37,False,2024,10,4,1,-1570.42,Meduim,5094.41,-4541.56,9635.97,11,50.26,5,7.63
1260,TXN001586,CLI0144,2022-06-12 05:36:00,1806.8,EUR,1.0,1806.8,Depot especes,Credit Auto,Paris-Centre,Credit,En attente,361.0,Risque,44873.54,True,2022,6,2,6,1806.8,High,9278.85,-16489.62,25768.47,16,-450.67,8,6.58
1261,TXN001520,CLI0022,2024-10-20 02:38:00,-484.36,USD,1.08,-448.48,Retrait DAB,Compte Courant,Toulouse-Capitole,Debit,Complete,787.0,Premium,36614.6,False,2024,10,4,6,-448.48,Low,16507.35,-207707.82,224215.17,16,-11950.03,8,6.81
1262,TXN000156,CLI0137,2024-12-20 23:17:00,-1630.43,EUR,1.0,-1630.43,Remboursement credit,Compte Epargne,Marseille-Vieux-Port,Debit,Complete,725.0,Premium,45497.69,False,2024,12,4,4,-1630.43,Low,11066.04,-7306.38,18372.42,16,234.98,6,5.57
1263,TXN001745,CLI0102,2023-10-05 22:45:00,2696.7,EUR,1.0,2696.7,Virement,Assurance Vie,Bordeaux-Meriadeck,Credit,Complete,677.0,Standard,29170.08,False,2023,10,4,3,2696.7,Meduim,9016.69,-2810.04,11826.73,9,689.63,6,4.59
1264,TXN001353,CLI0079,2023-03-14 17:42:00,1679.46,EUR,1.0,1679.46,Virement,Credit Consommation,Paris-Centre,Credit,En attente,689.0,Standard,19512.42,False,2023,3,1,1,1679.46,Meduim,10311.49,-11909.29,22220.78,14,-114.13,7,6.58
1265,TXN001409,CLI0063,2023-12-01 02:23:00,-2185.5,EUR,1.0,-2185.5,Remboursement credit,Credit Immobilier,Paris-Centre,Debit,Complete,426.0,Risque,28193.78,True,2023,12,4,4,-2185.5,High,5983.84,130761.3,-124777.46,20,6837.26,8,6.58
1266,TXN001694,CLI0032,2023-12-31 05:09:00,-2799.17,CHF,0.97,-2885.74,Interets,Credit Auto,Paris-Centre,Debit,Complete,621.0,Standard,46633.35,False,2023,12,4,6,-2885.74,Meduim,6117.31,-9115.42,15232.73,11,-272.56,5,6.58
1267,TXN001999,CLI0087,2023-11-22 20:56:00,170.22,EUR,1.0,170.22,Retrait DAB,Assurance Vie,Toulouse-Capitole,Credit,Complete,607.0,Standard,19601.66,False,2023,11,4,2,170.22,Meduim,3990.46,-8941.51,12931.97,13,-380.85,7,6.81
1268,TXN001691,CLI0062,2022-09-01 08:11:00,3201.49,USD,1.08,2964.34,Virement international,Assurance Vie,Toulouse-Capitole,Credit,Complete,640.0,Standard,33418.12,False,2022,9,3,3,2964.34,Meduim,11334.89,-9184.32,20519.21,11,195.51,7,6.81
1269,TXN000349,CLI0095,2024-02-27 12:39:00,-1985.72,EUR,1.0,-1985.72,Prelevement,Compte Courant,Nantes-Commerce,Debit,En attente,645.0,Standard,41029.41,False,2024,2,1,1,-1985.72,Meduim,13521.73,-11844.49,25366.22,11,152.48,6,8.5
1270,TXN001862,CLI0137,2023-09-18 12:33:00,1323.28,EUR,1.0,1323.28,Virement,Credit Consommation,Marseille-Vieux-Port,Credit,Complete,725.0,Premium,698.76,False,2023,9,3,0,1323.28,Low,11066.04,-7306.38,18372.42,16,234.98,6,5.57
1271,TXN000167,CLI0142,2023-10-27 12:00:00,-910.95,EUR,1.0,-910.95,Prelevement,Livret A,Toulouse-Capitole,Debit,Complete,676.0,Standard,28020.87,False,2023,10,4,4,-910.95,Meduim,12751.54,-18286.75,31038.29,16,-345.95,7,6.81
1272,TXN001576,CLI0143,2023-10-06 07:26:00,2928.8,EUR,1.0,2928.8,Remboursement credit,Livret A,Lyon-Part-Dieu,Credit,Complete,782.0,Premium,13069.28,False,2023,10,4,4,2928.8,Low,8024.89,-1299.26,9324.15,8,840.7,5,4.01
1273,TXN001943,CLI0007,2024-05-06 23:05:00,-2873.13,EUR,1.0,-2873.13,Depot especes,Credit Auto,Nantes-Commerce,Debit,Complete,635.0,Standard,12942.88,False,2024,5,2,0,-2873.13,Meduim,3093.12,-12818.24,15911.36,15,-648.34,7,8.5
1274,TXN000205,CLI0062,2023-05-09 15:40:00,-1802.09,EUR,1.0,-1802.09,Interets,Compte Courant,Toulouse-Capitole,Debit,Rejete,640.0,Standard,46702.83,False,2023,5,2,1,-1802.09,Meduim,11334.89,-9184.32,20519.21,11,195.51,7,6.81
1275,TXN000907,CLI0043,2022-07-24 09:51:00,-2221.75,USD,1.08,-2057.18,Depot especes,PEA,Bordeaux-Meriadeck,Debit,Rejete,735.0,Premium,12941.24,False,2022,7,3,6,-2057.18,Low,11508.63,-16199.33,27707.96,12,-390.89,5,4.59
1276,TXN000914,CLI0014,2024-05-31 11:42:00,-2510.62,EUR,1.0,-2510.62,Interets,Credit Immobilier,Marseille-Vieux-Port,Debit,Complete,673.0,Standard,14234.95,False,2024,5,2,4,-2510.62,Meduim,1428.51,86901.43,-85472.92,12,7360.83,5,5.57
1277,TXN001861,CLI0021,2022-10-23 05:18:00,91.27,GBP,0.86,106.13,Interets,Credit Consommation,Marseille-Vieux-Port,Credit,Complete,697.0,Standard,5073.97,False,2022,10,4,6,106.13,Meduim,11273.88,-2628.77,13902.65,11,785.92,5,5.57
1278,TXN000187,CLI0126,2022-03-05 07:18:00,-146.45,EUR,1.0,-146.45,Depot especes,Assurance Vie,Bordeaux-Meriadeck,Debit,Complete,645.0,Risque,22920.34,False,2022,3,1,5,-146.45,Meduim,11655.25,-13751.44,25406.69,17,-123.31,8,4.59
1279,TXN000778,CLI0032,2023-09-20 18:52:00,-2430.05,EUR,1.0,-2430.05,Depot especes,PEA,Paris-Centre,Debit,Complete,621.0,Standard,43283.38,False,2023,9,3,2,-2430.05,Meduim,6117.31,-9115.42,15232.73,11,-272.56,5,6.58
1280,TXN001996,CLI0020,2023-07-05 11:27:00,2353.67,EUR,1.0,2353.67,Interets,Compte Epargne,Bordeaux-Meriadeck,Credit,Complete,660.0,Standard,22486.9,False,2023,7,3,2,2353.67,Meduim,8083.12,-7490.22,15573.34,13,45.61,7,4.59
1281,TXN001733,CLI0075,2023-06-12 02:50:00,450.41,EUR,1.0,450.41,Retrait DAB,Compte Epargne,Nice-Massena,Credit,Complete,647.0,Standard,30213.68,False,2023,6,2,0,450.41,Meduim,5094.41,-4541.56,9635.97,11,50.26,5,7.63
1282,TXN001034,CLI0083,2022-01-17 05:26:00,-1452.71,EUR,1.0,-1452.71,Prelevement,Livret A,Lyon-Part-Dieu,Debit,Complete,643.0,Standard,17964.43,False,2022,1,1,0,-1452.71,Meduim,15969.15,-6184.94,22154.09,18,543.57,7,4.01
1283,TXN000011,CLI0114,2024-05-28 09:36:00,318.09,GBP,0.86,369.87,Paiement CB,Livret A,Nantes-Commerce,Credit,En attente,838.0,Premium,10468.62,False,2024,5,2,1,369.87,Low,3683.09,-13207.83,16890.92,9,-1058.3,7,8.5
